id,name_CHN,start date,end date,subject type,alma mater
1141720,劉石泉,1984 / 9,1987 / 2,自然科學,華中理工大學（現華中科技大學）研究生院固體力學專業學習
1157009,劉生傑,,,,西安政治學院
1140180,劉琦,1979 / 2,1983 / 2,社會科學與法律,北京師範大學一分校政治教育系哲學畢業學習
1140180,劉琦,1994 / 9,1996 / 6,經濟與管理,哈爾濱工業大學技術經濟管理畢業在職研究生課程學習
1140246,劉珩,1949 / 7,,未知,華東軍政大學、華東人民革命大學學習
1140246,劉珩,,1956,自然科學,紡織工學院機械系學習
1166574,劉珂,1979 / 9,1983 / 7,,山東大學社科系學習
1141212,劉玠,1960 / 9,1964 / 9,自然科學,武漢鋼鐵學院機械系冶金機械專業學習
1141212,劉玠,1964 / 9,1968 / 4,自然科學,北京鋼鐵學院冶金機械行星軋機專業研究生學習
1141212,劉玠,1973 / 5,1974 / 7,自然科學,北京鋼鐵學院進修計算機數學模型學習
1141212,劉玠,1974 / 7,1975 / 8,人文科學,北京語言學校外語系日語學習
1154805,劉玉順,1986,,未知,河北省衡水師範專科學校畢業
1154805,劉玉順,1995,1997,經濟與管理,中央黨校函授學院本科班經濟專業學習
1141887,劉玉潔,1959,1966,未知,中央團校學員
1141887,劉玉潔,1980,1981,未知,中共中央黨校學習28
1141887,劉玉潔,,,社會科學與法律,中共河南省黨校(理論班)學習
1138723,劉玉浦,1973 / 9,1976 / 11,自然科學,東北工學院鋼冶系電冶金專業學習（工農兵推薦學員）
1138723,劉玉浦,1985 / 8,1986 / 1,未知,在中央黨校青年幹部培訓班學習（短期政治培訓）
1138723,劉玉浦,1995 / 9,1998 / 7,經濟與管理,在中央黨校研究生院世界經濟專業學習（在職研究生）
1139599,劉玉林,1952,,,東北工學院採礦系
1141888,劉玉娥,1983,,人文科學,湖南師大幹訓部文史專業學習
1143083,劉玉堂,1937 / 12,,未知,中央黨校學習
1143083,劉玉堂,1939 / 5,,未知,馬列學院學習
1143083,劉玉堂,1941 / 12,,未知,中央黨校一部學習
1143703,劉玉功,1973 / 8,1976 / 8,社會科學與法律,復旦大學新聞系新聞學專業學習
1139144,劉玉亭,1979 / 10,1983 / 9,,中國人民大學新聞系新聞專業學習
1139144,劉玉亭,1983 / 9,1986 / 7,,中國社會科學院研究生院新聞系新聞學專業碩士研究生學習
1139144,劉玉亭,1996 / 9,1996 / 12,,國家行政學院司局級公務員任職培訓班學習
1160454,劉玄啟,,,,在職研究生學歷  歷史學碩士
1139106,劉燕華,,1981,自然科學,中國科技大學研究生院自然地理專業，獲碩士學位
1139106,劉燕華,,1991,自然科學,中國科學院地理研究所自然地理專業，獲博士學位
1144385,劉烈宏,1986 / 9,1990 / 7,自然科學,華東工學院（現南京理工大學）自動控制系系統工程專業學生
1144385,劉烈宏,,1998,,西安交通大學管理學院工商管理專業碩士學位
1142442,劉瀾波,,,,早年在天津南開中學讀書，後在北京大學肄業
1142442,劉瀾波,1939,,未知,延安馬列學院學習
1142442,劉瀾波,1943,,未知,中央黨校學習
1166169,劉濱,1978 / 10,1982 / 7,人文科學,吉林大學哲學系哲學專業學生
1166169,劉濱,1991 / 9,1994 / 2,人文科學,國防大學研究生院哲學專業碩士研究生
1140768,劉濟民,1960,1965,,就讀中國人民大學新聞系
1138757,劉澤民,1964,,未知,山西省委黨校培訓班學習
1138757,劉澤民,1987,,未知,中央黨校學習
1138757,劉澤民,1993 / 9,1993 / 11,未知,中央黨校學習
1140680,劉澤彭,,,未知,清華大學
1143788,劉潤璞,,,社會科學與法律,北京大學政治與法律專業
1157273,劉潤民,1987 / 9,1991 / 7,人文科學,山西師範大學中文系學習
1157273,劉潤民,1996 / 9,1999 / 7,社會科學與法律,山西師範大學經濟研究所政治經濟學專業學習，獲經濟學碩士學位
1157273,劉潤民,2003 / 9,2007 / 9,人文科學,山西大學近代史專業學習，獲歷史學博士學位
1157273,劉潤民,2009 / 3,2009 / 7,,中央黨校中青班
1164168,劉漢濱,,,經濟與管理,北京市委黨校在職研究生班經濟管理專業
1139977,劉漢楨,,1950,,貴州大學法律系
1144797,劉滿堂,1978 / 3,1982 / 2,經濟與管理,山西財經學院財政金融系財政金融專業學習
1144797,劉滿堂,1996 / 9,1997 / 7,未知,中共中央黨校一年制中青年幹部培訓班學習
1144797,劉滿堂,2004 / 5,2004 / 7,未知,中共中央黨校中青年幹部培訓班學習
1143585,劉滿倉,1978 / 2,1982 / 1,自然科學,新鄉師範學院數學係數學專業學習
1143585,劉滿倉,1999 / 3,1999 / 7,未知,中央黨校進修部進修二班學習
1143585,劉滿倉,2001 / 9,2003 / 7,社會科學與法律,中央黨校研究生班法學專業學習
1143585,劉滿倉,2003 / 9,2005 / 7,經濟與管理,中央黨校研究生班世界經濟專業學習
1143836,劉滇生,1973,,自然科學,山西大學化學系分析專業
1143836,劉滇生,1978,,自然科學,山西大學化學系物理化學專業讀碩士研究
1143836,劉滇生,1989,,自然科學,英國薩塞斯（Sussex）大學讀有機化學專業博士研究生
1139164,劉源,,1964 / 7,,北京市實驗二小
1139164,劉源,1964,1967,,北京四中
1139164,劉源,1968,1978,,山西雁北地區山陰縣白坊大隊下鄉插隊
1139164,劉源,1978,1982,人文科學,北京師範學院歷史系
1139164,劉源,1985,,,中共中央黨校
1142456,劉湘屏,1936 / 9,1937 / 4,軍事科學,山西太原軍政訓練團學習
1142456,劉湘屏,1940 / 8,1941 / 4,未知,中央華北局黨校學習
1142456,劉湘屏,1944 / 4,1945 / 3,未知,太行區委黨校學習
1141977,劉淩,,1960,軍事科學,高等軍事學院基本系學習
1139744,劉淑瑩,,,未知,美國加利福尼亞大學訪問學者
1139744,劉淑瑩,,1985,未知,美國加利福尼亞大學聖巴巴拉分校化學系研究生，獲博士學位
1138156,劉淇,1959 / 9,1964 / 7,自然科學,北京鋼鐵學院冶金系鋼鐵冶金專業（工科．工學，本科）
1138156,劉淇,1964 / 7,1968 / 6,自然科學,北京鋼鐵學院冶金系煉鐵專業研究生（相當於八十年代的碩士研究生，其中1966/7-1968/6 留校等待統一分配工作）
1140316,劉海藩,1951 / 5,1951 / 7,,湖南革命大學
1140316,劉海藩,1960 / 8,1965,經濟與管理,中國人民大學經濟學系畢業
1141101,劉海生,1974 / 5,1974 / 12,,黑龍江省柳河“五七”幹校學員
1141101,劉海生,1983,1985,未知,吉林省委黨校黨政幹部專修科學習
1141101,劉海生,1993 / 3,1993 / 7,,中央黨校培訓班學習
1143996,劉海生,,,,山東大學黨政幹部專修科畢業
1139186,劉海燕,1959 / 9,1964 / 9,自然科學,西安石油學院石油煉制加工專業學習
1139186,劉海燕,1964 / 9,1968 / 3,自然科學,北京石油學院催化反應動力學專業學習
1141980,劉海清,,1962,軍事科學,解放軍高等軍事學院基本系學習
1142990,劉海明,1940 / 10,,未知,延安八路軍軍政學院
1142990,劉海明,1942,1945,未知,中共中央黨校
1140215,劉洪才,,1975 / 8,人文科學,北京第二外國語學院學習
1141976,劉波,1938,,,延安抗大
1144350,劉沈揚,,,軍事科學,軍事學院完成班學習
1144350,劉沈揚,,,軍事科學,國防科技大學高科技輪訓班受訓
1144350,劉沈揚,,,軍事科學,德國國防軍指揮學院未來師長班受訓
1144350,劉沈揚,,,軍事科學,俄羅斯總參軍事學院高級研修班受訓
1138363,劉江,1960 / 8,1964 / 12,自然科學,新疆軍區生產建設兵團農學院畜牧系畜牧專業學習
1138363,劉江,1984 / 9,1986 / 7,未知,中央黨校培訓部學習
1143247,劉永瑞,1972 / 3,1975 / 8,,河北師範學院政教系政治教育專業學習
1143247,劉永瑞,1984 / 9,1985 / 12,,南開大學經濟系助教進修班學習
1143247,劉永瑞,2003 / 3,2004 / 1,,中央黨校培訓部中青年幹部培訓班學習
1143247,劉永瑞,2004 / 3,2006 / 1,,中央黨校在職研究生班科學社會主義專業學習
1143247,劉永瑞,2005 / 9,,,中國井岡山幹部學院第一期中青年幹部培訓班學習
1140518,劉永治,1982 / 9,1984 / 7,軍事科學,解放軍政治學院完成班學習
1140518,劉永治,1994 / 8,1996 / 12,經濟與管理,中共中央黨校經濟管理專業函授學習
1140518,劉永治,2001 / 3,2001 / 7,軍事科學,國防大學正軍職以上幹部培訓班學習
1139114,劉永富,1985 / 9,1987 / 7,社會科學與法律,中國人民大學二分校法律系法學專業學習
1139114,劉永富,1997 / 9,1998 / 7,,中央黨校一年制中青年幹部培訓班學習
1139114,劉永富,1997 / 9,2000 / 7,社會科學與法律,中央黨校研究生院在職研究生班法學專業學習
1139114,劉永富,2006 / 11,2007 / 1,,中央黨校省部級幹部進修班A班學習
1140047,劉民複,1957,1958,未知,清華大學學習(因病休學)
1140047,劉民複,1961,1966,自然科學,北京師範大學數學系學習
1138383,劉毅,1948,,經濟與管理,膠東建校和華東財經辦事處學習
1139516,劉榮惠,1959,1963,人文科學,河北北京師範學院歷史系學習
1138817,劉楓,,1961,社會科學與法律,中國人民大學新聞系
1138817,劉楓,1979 / 3,1979 / 10,,中央黨校
1138817,劉楓,1992 / 9,1992 / 12,,中央黨校學習
1139340,劉桂楠,,,,畢業於華南師範大學
1142429,劉格平,1960 / 9,1964,未知,中央高級黨校學習4
1172325,劉林宗,,,,四川大學
1172325,劉林宗,2010 / 9,2011 / 1,,中央黨校第29期中青年幹部培訓一班學習
1140872,劉松金,,1965 / 8,自然科學,大連海事大學(原大連海運學院)遠洋運輸輪機專業
1139014,劉東輝,1978,1982,人文科學,黑龍江大學哲學系哲學專業
1139014,劉東輝,1983,1985,,中央黨校研究生班
1139014,劉東輝,1999,2001,人文科學,黑龍江大學哲學系馬克思主義哲學專業博士研究生
1144283,劉東生,,1982,,北京林業大學
1142857,劉杰,1931,1933,未知,河北滄州第一中學學習
1142857,劉杰,1943 / 10,,未知,中央黨校一部第六支部學習
1144500,劉本仁,1961 / 9,1965 / 8,自然科學,武漢鋼鐵學院金屬壓力加工專業
1144500,劉本仁,1973 / 5,1974 / 6,自然科學,北京鋼鐵學院進修自動化數位模型
1144500,劉本仁,1974 / 9,1989 / 8,人文科學,北京語言學院學習日本語
1144500,劉本仁,1975 / 10,1976 / 5,自然科學,日本新日鐵大分制鐵所學習軋鋼
1144500,劉本仁,1982 / 5,1983 / 5,自然科學,日本東京大學，研修塑膠加工專業
1144500,劉本仁,1982 / 6,1984 / 12,自然科學,日本北海道大學工學部進修自動控制專業
1144500,劉本仁,1984 / 9,1986 / 7,經濟與管理,中共中央黨校學習管理
1144500,劉本仁,1984 / 9,1986 / 7,,中共中央黨校培訓部進修
1158452,劉會英 ,,,,教育學學士
1158452,劉會英 ,,,,四川省委黨校
1138310,劉書田,1982 / 3,1982 / 7,軍事科學,解放軍政治學院速成班學習
1138310,劉書田,1988 / 9,1991 / 7,軍事科學,解放軍南京政治學院軍隊政治工作專業函授學習
1140263,劉曉連,1965,1966,軍事科學,空軍第二航空預備學校學習
1140263,劉曉連,1966,1967,軍事科學,空軍第一航空學校飛行專業學員
1143279,劉曉濱,1978,1982,人文科學,遼寧大學中文系漢語言文學專業學習
1140388,劉曉江,1972 / 4,1975 / 1,人文科學,黑龍江大學中文系
1140388,劉曉江,2000 / 9,2003 / 7,社會科學與法律,中央黨校省部級幹部在職研究生班政治學專業
1143697,劉曉晨,,,經濟與管理,中共北京市委黨校經濟管理專業
1138714,劉曉峰,1965 / 9,1970 / 8,未知,重慶交通學院水道與港口系學習
1138714,劉曉峰,1978,1979,,北京鋼鐵學院金屬物理專業進修
1143407,劉曉凱,1978 / 10,1983 / 7,自然科學,清華大學機械系畢業
1143407,劉曉凱,1994 / 9,1995 / 7,,中央黨校中青班
1143407,劉曉凱,1994 / 9,1997 / 1,,中央黨校在職研究生班中共黨史專業學習
1142593,劉曉,1925,,未知,南京東南大學補習班學習
1142593,劉曉,1926,,未知,上海國立政治大學學習
1143922,劉曉,1978 / 4,1981 / 9,自然科學,長沙電子職工大學學習
1143922,劉曉,1989 / 9,1992 / 7,社會科學與法律,湖南教育學院教育管理專業學習
1143922,劉曉,1996 / 9,1998 / 7,,湖南大學管理工程專業研究生結業
1144078,劉晏良,1978 / 2,1982 / 2,自然科學,新疆八一農學院農學系植物保護專業
1144078,劉晏良,1995 / 9,1995 / 12,未知,新疆維吾爾自治區黨委黨校地廳班
1144078,劉晏良,2006 / 3,2007 / 1,未知,中央黨校中青班
1151206,劉春良,1975 / 9,1978 / 8,,河南大學中文系中文專業學習
1151206,劉春良,1997 / 9,1999 / 7,,首都經濟貿易大學企業管理專業研究生課程班學習
1151206,劉春良,2000 / 3,2001 / 1,,中央黨校一年制中青班學習
1141936,劉春,,,未知,北平中學
1141936,劉春,,,未知,抗日大學第二期
1142444,劉明輝,,,未知,中央北方局黨校學習
1138519,劉明祖,1983 / 10,1986 / 3,未知,山東省委黨校幹部專修科進修
1140107,劉明璞,,1948,自然科學,華北醫科大學
1165162,劉明忠,,,,北京科技大學
1138401,劉明康,1962 / 9,1965 / 7,未知,江蘇丹陽高中
1138401,劉明康,1985 / 1,1987 / 2,經濟與管理,英國倫敦城市大學研究生院工商管理學專業（社會科學．經濟，經濟學碩士學位）
1138401,劉明康,2001 / 11,,經濟與管理,英國倫敦城市大學名譽博士學位
1144655,劉昆,1978 / 2,1982 / 2,經濟與管理,廈門大學經濟系財政金融專業讀書
1144655,劉昆,1996 / 9,1999 / 7,經濟與管理,廣東省委黨校在職研究生班經濟學專業學習
1144655,劉昆,2004 / 3,2004 / 7,未知,中央黨校進修部進修二班學習
1144655,劉昆,2007 / 9,2007 / 11,未知,中國浦東幹部學院中青年干部培訓班學習
1138512,劉方仁,1958 / 9,1962 / 7,自然科學,瀋陽建築材料工業學院硅酸鹽專業
1138512,劉方仁,1991 / 9,1991 / 11,未知,中央黨校省部級進修班
1138512,劉方仁,1994 / 5,,未知,中央黨校第四期省部級主要領導幹部理論研討班
1144209,劉新華,,,,西南財經大學經濟學博士
1143652,劉新樂,1979 / 9,1983 / 7,自然科學,山西礦業學院機械系機械製造專業學習
1143652,劉新樂,2003 / 11,2005 / 8,經濟與管理,長江商學院EMBA高級管理人員工商管理碩士班學習
1140185,劉新文,1973 / 8,1975 / 7,自然科學,廣西桂林農業技術學校學習
1140185,劉新文,1979 / 9,1983 / 2,人文科學,廣西民族學校中文系師資函授班學習
1140185,劉新文,1994 / 8,1997 / 7,自然科學,廣西師範學院地理系函授本科班地理專業學習
1140185,劉新文,1999 / 9,2002 / 7,社會科學與法律,中央黨校研究生院在職研究生班科學社會主義專業學習
1140185,劉新文,2004 / 3,2004 / 7,,中央黨校省部級進修班學習
1144040,劉新文,1979 / 9,1981 / 12,未知,陝西省委黨校理訓班
1144040,劉新文,1996 / 9,2000 / 7,經濟與管理,西安交大經濟學碩士
1143696,劉新成,1978 / 4,1991 / 7,人文科學,北京師範學院歷史系學士、碩士和博士
1143696,劉新成,1988 / 9,1989 / 7,,美國惠蒂爾學院訪問學者
1143696,劉新成,2003 / 11,2004 / 2,,美國布法羅大學訪問學者
1140467,劉新增,,1958,軍事科學,解放軍總高級步兵學校學習2
1169071,劉新,1985 / 9,1987 / 8,社會科學與法律,湖南師範大學政治理論專業
1169071,劉新,1997 / 9,1999 / 6,人文科學,武漢大學馬克思主義哲學專業
1140616,劉文杰,1964,1968 / 8,未知,廣東中山大學學習
1138874,劉敬民,,,經濟與管理,中國人民大學函授學院基本建設經濟專業
1138874,劉敬民,,,,在職研究生
1144021,劉政奎,1979,1983,自然科學,上海同濟大學道路與橋樑工程專業
1141930,劉振起,1965,,自然科學,北京工業學院動力機械系(今北京理工大學)
1138833,劉振華,,1966 / 8,自然科學,東北工學院機械系真空技術設備專業學習
1139487,劉振華,1955,1957,軍事科學,南京中國人民解放軍軍事學院學習
1172488,劉振立,,,,國防大學研究生學歷，軍事學碩士學位
1144945,劉振民,,1978,,北京大學英語系
1144945,劉振民,,1981,,北京大學法律系研究生畢業，獲法學碩士學位
1139457,劉振元,,1960,,蘇聯科學院巴依科夫冶金研究所技術科學副博士學位
1143395,劉振亞,1974 / 9,1977 / 7,自然科學,山東工學院電力系電力系統及自動化專業畢業，大學學歷
1143395,劉振亞,,2002 / 6,自然科學,山東大學電氣工程學院電氣工程及其自動化專業碩士研究生畢業，電氣工程碩士
1143265,劉懷廉,1976 / 9,1979 / 1,,河南師範大學政教系學習
1143265,劉懷廉,1994 / 9,1995 / 7,,中央黨校青幹班學習
1143265,劉懷廉,1995 / 9,1998 / 7,社會科學與法律,中央黨校在職研究生班法學專業學習
1144000,劉慶慧,1975 / 9,1978 / 9,社會科學與法律,山東師範學院政史系政治專業
1144000,劉慶慧,1995 / 9,1996 / 7,未知,中央黨校培訓部一年制中青班
1144000,劉慶慧,1995 / 9,1998 / 7,社會科學與法律,中央黨校研究生院在職研究生班政治學專業
1141062,劉慧,1979 / 9,1981 / 7,人文科學,寧夏銀川師範學校大專班中文專業
1141062,劉慧,,,經濟與管理,中央黨校經濟學專業
1142809,劉慎之,1943 / 10,,未知,中央黨校學習
1139055,劉怡,1983 / 9,1985 / 8,經濟與管理,中國人民大學經濟管理學院學習
1139055,劉怡,1993 / 8,1995 / 12,經濟與管理,中央黨校函授學院領導幹部班經濟管理專業學習
1157989,劉念光,,1974,,畢業於建平縣第一中學
1144504,劉忠良,,1962,,東北工學院，主修機械工程
1139168,劉忠興,,,軍事科學,國防大學作戰指揮學專業畢業，研究生
1138380,劉忠德,1948 / 3,1949 / 4,,遼東華豐聯中學習
1138380,劉忠德,1948,,軍事科學,中國人民解放軍牡丹江航空學校學習，後轉地方學習
1138380,劉忠德,1949 / 4,1953 / 9,未知,東北實驗學校學習
1138380,劉忠德,1953 / 9,1959 / 3,自然科學,哈爾濱工業大學土木工程系（現哈爾濱建築大學）
1138277,劉志軍,,,,正規國民教育初中學歷
1138277,劉志軍,1976 / 8,1977 / 2,自然科學,武漢鐵路局襄北“五七”幹校勞動
1138277,劉志軍,1981 / 9,1982 / 7,社會科學與法律,華東交通大學（南昌）基礎課部幹部班學習（脫產文化補課，相當於附屬高中）
1138277,劉志軍,1982 / 9,1984 / 7,經濟與管理,西南交通大學運輸系運輸管理專業學習（社會科學．經濟，大學專修科，脫產讀書）
1138277,劉志軍,1995 / 9,1996 / 7,未知,中共中央黨校一年制中青年培訓班學習（政治培訓）
1138277,劉志軍,1995 / 9,1998 / 7,人文科學,中共中央黨校培訓部哲學專業在職研究生班學習（人文科學．哲學，在職進修）
1138882,劉志華,,,經濟與管理,北京經濟學院勞動經濟專業學習
1140368,劉志田,,1950,軍事科學,空軍航空學校
1165166,劉志江,,,,華南工學院膠凝材料專業畢業
1138832,劉志忠,1960 / 8,1966 / 9,自然科學,清華大學工程化學系高分子化工合成專業學習（六年制）
1138832,劉志忠,1973 / 11,1979 / 12,自然科學,四川維尼綸廠工作，曾在英國、法國實習
1158335,劉志強,1988 / 9,1992 / 7,自然科學,河北省機電學校機械製造專業學習
1165636,劉志強,1980 / 9,1984 / 8,人文科學,國際政治學院英語系英語專業學習
1165636,劉志強,1991 / 10,1992 / 9,人文科學,公派英國埃克斯特大學警務與刑事司法專業學習，獲警務研究文學碩士學位
1140576,劉志峰,,1970,自然科學,華東化工學院有機系畢業
1142459,劉志堅,1943,,未知,延安中央黨校學習
1166283,劉志剛,,,,哈爾濱工程大學輪機工程專業研究生畢業，工學博士
1157749,劉志傑,,1983 / 8,,山西農業大學
1157749,劉志傑,1997 / 9,1998 / 7,,中央黨校第十四期中青年幹部培訓班學習
1157749,劉志傑,1997 / 9,2000 / 7,,中央黨校在職研究生班政治學專業學習
1157749,劉志傑,2002 / 3,2004 / 12,,山西農業大學推廣碩士研究生
1157749,劉志傑,2005 / 9,2006 / 1,,中央黨校第四期半年制中青年幹部培訓班學習
1142923,劉德海,1944,,未知,中共中央黨校一部第二支隊
1142923,劉德海,1953,1955,未知,北京軍區文化學校
1144406,劉德樹,,1979 / 4,自然科學,清華大學機械製造工藝及設備專業本科
1144406,劉德樹,,1998,經濟與管理,中國中歐國際工商管理學院工商管理碩士(EMBA)
1138759,劉德旺,1965 / 8,1969 / 8,自然科學,北京軍事測繪學院航測系航空攝影測量專業
1138759,劉德旺,1988 / 8,1989 / 1,未知,中央黨校
1142840,劉德彪,1944,,未知,中央黨校
1144200,劉德培,,1986,自然科學,中國醫科大學獲醫學博士學位
1141158,劉德,,,社會科學與法律,中共中央黨校法學理論專業畢業
1138186,劉復之,1937,,未知,延安陜北公學學習
1138186,劉復之,1938 / 8,,未知,延安中央黨校學習
1154691,劉從良,,1981 / 9,,畢業於石家莊高級步兵學校步兵指揮系
1154691,劉從良,,1984 / 9,,畢業於中央黨校經濟管理系
1154691,劉從良,,2000 / 11,,畢業於山東大學研究生課程班馬克思主義哲學系
1154691,劉從良,,2005 / 9,,畢業於國防大學基本係指揮員班
1142150,劉建超,1986,1987,,英國牛津大學國際關係學習
1157375,劉建武,1984 / 9,1987 / 7,未知,博興師範學校普通班學生
1157375,劉建武,1989 / 9,1992 / 6,經濟與管理,中央黨校函授學院專科班經濟管理專業學習
1157375,劉建武,1992 / 8,1994 / 12,經濟與管理,中央黨校函授學院本科班經濟專業學習
1157375,劉建武,2002 / 9,2005 / 7,經濟與管理,中央黨校函授學院在職研究生班經濟管理專業學習
1166535,劉建平,,,,北京鋼鐵學院機械系畢業
1141941,劉建功,,1955,軍事科學,高級炮兵學校學習
1140593,劉廷煥,1984 / 10,1985 / 7,未知,中共中央黨校學習20
1140593,劉廷煥,1962 / 9,1966 / 9,經濟與管理,遼寧財經學院財政金融系
1138224,劉延東,1964 / 9,1970 / 3,自然科學,清華大學工程化學系，其間任年級政治輔導員
1138224,劉延東,1990 / 9,1994 / 6,社會科學與法律,中國人民大學社會學系社會學理論與方法專業在職，獲碩士學位
1138224,劉延東,1994 / 9,1998 / 12,社會科學與法律,吉林大學行政學院政治學理論專業在職，獲博士學位
1140841,劉廣運,1948,,,冀鲁豫行署幹部學校學習
1139875,劉廣才,1959,,,南京化工學院學習
1142885,劉廉民,1940 / 6,,未知,中央黨校一部第十七支部學習
1142885,劉廉民,1945 / 1,1945 / 4,未知,中央黨校一部學習
1142926,劉庚,1929,,未知,陝北省第一師範學校學習
1142926,劉庚,1932,,未知,陜西高中學習
1142926,劉庚,1943 / 12,,未知,中央西北局黨校學習
1142926,劉庚,1944,,未知,中央黨校二部學習
1142926,劉庚,1945,,未知,中央黨校一部學習
1142926,劉庚,1978,,未知,中央黨校高級學習班學習
1144224,劉平均,,,經濟與管理,東南大學科技經濟與行政管理專業畢業，在職研究生學歷
1143235,劉巨魁,1982 / 3,1982 / 7,,西安政治學院學習
1143235,劉巨魁,1985 / 4,1987 / 12,,西安政治學院思想政治專業函授學習
1143235,劉巨魁,1994 / 3,1995 / 1,,國防大學基本系高級指揮專業學習
1143235,劉巨魁,2003 / 3,2003 / 5,,國防大學研究班學習
1143235,劉巨魁,2003 / 3,2003 / 7,,長沙國防科技大學學習
1143235,劉巨魁,2004 / 3,2004 / 8,,國防大學研究系戰略班學習
1143235,劉巨魁,2006 / 9,2006 / 11,,中央黨校省部級幹部班學習
1166593,劉川生,,,,清華大學工業自動化系、經濟管理學院，獲工學碩士學位
1141237,劉崑,,1960,社會科學與法律,北京大學法律系學系
1138986,劉峰岩,1963,1968 / 7,人文科學,河北大學哲學系學習
1140817,劉山在,,1962 / 4,經濟與管理,北京聯合大學經濟管理學院 對外貿易專業
1141230,劉少奇,1913,1916,未知,湖南省寧鄉縣第一高等小學學習
1141230,劉少奇,1916,1920,未知,湖南省寧湘駐省中學學習
1141230,劉少奇,1919,1920,人文科學,河北省保定育德中學留法預備班學習
1141230,劉少奇,1920,1921,人文科學,上海外國語學社學習，為留俄國作準備
1141230,劉少奇,1921,1922,社會科學與法律,俄國莫斯科東方勞動者共產主義大學學習
1155243,劉小燕,1978 / 1,1980 / 2,經濟與管理,陝西省財經學校財政專業學習
1155243,劉小燕,1984 / 9,1987 / 7,經濟與管理,中央財經金融學院財政專業學習
1155243,劉小燕,1995 / 8,1997 / 12,經濟與管理,在省委黨校經濟專業學習
1155243,劉小燕,1996 / 9,1998 / 7,經濟與管理,在西北大學政治經濟學研究生課程班學習，現代經濟管理方向
1155243,劉小燕,2005 / 8,,經濟與管理,中組部第二十八期中國赴新加坡經濟管理高級研究班學習
1155243,劉小燕,2006 / 8,2008 / 11,經濟與管理,在香港理工大學工商管理專業學習，取得工商管理碩士學位
1155243,劉小燕,2010 / 3,2010 / 7,未知,在中央黨校中青年幹部培訓一班學習
1142445,劉寧一,1924,,未知,直隸第四師範學校學習
1142445,劉寧一,1943 / 7,,未知,延安中央黨校一部學習
1142698,劉寅,1927,,未知,南昌中學學習
1142698,劉寅,1928 / 1,,未知,國民黨江西省黨務學校學習
1142698,劉寅,1930 / 9,,自然科學,國民黨第十八師所屬交通兵團第五分隊無線電報務學習
1142698,劉寅,1935,,未知,馬列主義研究會學習
1142698,劉寅,1955 / 9,1956 / 7,未知,中央黨校研究班學習
1138989,劉家義,1978 / 4,1980 / 2,,四川省財政學校財政專業
1138989,劉家義,1986 / 9,1987 / 7,,中共中央黨校中青年幹部培訓班
1138989,劉家義,1995 / 9,1996 / 7,,中央黨校一年制中青年幹部培訓班
1138989,劉家義,1995 / 9,2000 / 3,經濟與管理,西南財經大學財政系財政學專業在職研究生，獲博士學位
1138539,劉家琛,,1961 / 9,社會科學與法律,西南政法學院法律系學習2
1142038,劉宗卓,1938,,未知,延安抗大學習
1141088,劉安東,1965 / 4,1970 / 9,自然科學,北京郵電學院無線電通信專業
1141088,劉安東,1995 / 5,1996 / 7,未知,中央黨校中青年幹部班
1138413,劉安元,1961,1962,軍事科學,武威砲兵學校指揮班學習
1141093,劉學良,1974 / 9,1977,自然科學,蘭州鐵道學院運輸系鐵道運輸專業學習
1143406,劉學普,1978 / 4,1980 / 4,人文科學,四川省石柱縣師範文科班學習
1143406,劉學普,1979 / 3,1984 / 7,人文科學,重慶師範學院函授部中文系漢語言文學專業
1143406,劉學普,1998 / 9,2001 / 6,經濟與管理,中共重慶市委黨校研究生班區域經濟學專業學習
1143406,劉學普,2000 / 3,2001 / 1,社會科學與法律,中央黨校一年制中青年幹部培訓班
1143406,劉學普,2000 / 3,2003 / 1,社會科學與法律,中共中央黨校法學理論專業在職研究生學習
1143406,劉學普,2005 / 9,2005 / 10,未知,中國延安幹部學院第一期中青年幹部培訓班學習
1139964,劉學斌,1958,,自然科學,哈爾濱醫科大學醫療系學習
1139964,劉學斌,1960,,未知,中國人民大學研究生學習
1143175,劉學庫,,,未知,中央黨校在職研究生學習
1142868,劉子奇,1930,,軍事科學,紅一方面軍隨營學校學習
1142868,劉子奇,1936 / 12,,軍事科學,紅軍大學第二期學習
1142868,劉子奇,1942 / 4,,未知,中央黨校一部學習
1143465,劉子久,,,,山東益都省立第十中學學習
1157467,劉娟,,,,公共管理碩士
1140148,劉奇葆,1965 / 9,1966 / 9,未知,初中一年級（安徽宿松）
1140148,劉奇葆,1972 / 4,1974 / 9,人文科學,安徽師範大學歷史系（工農兵推薦學員，大專）
1140148,劉奇葆,1991 / 9,1993 / 12,經濟與管理,吉林大學國民經濟計劃與管理專業（在職經濟碩士）
1143666,劉奇,2002 / 3,2003 / 1,,中央黨校學習
1143810,劉天貴,1973,1976,自然科學,大連工學院機械系機制專業
1169287,劉士餘,,,自然科學,清華大學水利工程系水利水電工程建築專業學士
1169287,劉士餘,,,自然科學,清華大學經濟管理學院管理工程專業研究生
1142439,劉堅予,1908,,未知,江西南昌大同中學學習
1143084,劉培善,1932 / 2,,軍事科學,湘贛紅軍第四分校學習
1143084,劉培善,1943 / 10,1945 / 8,未知,中央黨校學習
1138724,劉國裕,1981 / 9,1983 / 7,軍事科學,解放軍軍事學院完成班學習2
1144727,劉國治,,1983,自然科學,清華大學工程物理系
